Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
1431,1.088954788,0.351416836,2.241077572,-1.713589595,1.147969599,-1.284720395,0.053965889,0.047440912,-0.647047737,-0.778784731,0.00035956,0.037051222,0.903666961,0.158508954,-0.750480018,-0.654221884,-0.257529403,-0.855182758,0.137170141,2.14258479,0.119223419,-0.55595095,0.092087719,0.421318838,0.343773165,0.430559498,0.290577813,0.670698295,3.79,0
1446,0.833095124,1.443131434,1.006287054,0.377437211,0.064934701,-1.728458134,-0.314622145,0.227084426,-0.827048649,0.072589342,1.561380468,-0.68535891,1.869998564,1.985658766,0.351553898,0.16735882,1.130883655,0.687609464,0.554291154,0.095102371,0.35687505,-1.221064594,-0.497989906,0.364612067,0.189911982,-0.332957004,0.00321779,0.226182282,1,0
1548,0.788035812,-0.635745126,1.952974159,0.067223393,-0.623707261,-1.403775865,-0.279024501,0.298394275,0.716536933,-0.387537653,-0.240836527,1.508475847,2.749697468,1.089775041,-0.480318149,0.673185188,-0.424679535,0.665205199,0.57031504,-0.311185101,0.209841969,-0.553791681,-0.496460579,-0.363141015,0.562925588,-0.310308678,0.090878322,0.104385021,15.95,0
1562,-1.471342036,1.017742094,1.641723375,-0.730832367,0.150916937,1.026141674,-0.654904227,-1.741451762,2.588781072,-0.07640573,2.009398892,-2.042114073,2.168141624,1.394626402,0.343180715,0.404127717,1.909139092,0.714427528,0.794387222,-0.339001797,0.077606491,-0.243130433,-0.063527947,0.543592536,0.744860774,-0.194849787,-0.036191411,0.522499444,22.74,0
1582,-3.595936699,-0.112850035,2.067963453,0.687649831,1.077470172,3.134683602,0.633501025,0.000398633,0.646757927,0.333325293,0.796926214,0.266236754,1.061324443,1.146994691,-0.552680215,0.630035495,3.013119489,-0.795111487,-0.496369096,1.431740086,0.079345435,0.257280119,0.114355758,-0.69301876,0.118994996,0.894310649,-0.03495179,0.138511978,2.29,0
1600,0.804143986,-0.739982126,1.438784706,1.874673407,-0.17560376,-1.598780468,-0.444351284,0.22835008,-0.820612908,-0.211932552,-0.398810754,-2.157358449,1.852494788,2.173069548,-0.895420809,1.753160659,-0.11302581,1.091624081,1.851986935,0.006877898,0.156152989,-0.583584288,-0.149154162,0.345805473,0.3674798,-0.349085611,0.060179163,0.204568292,1,0
1614,0.823207211,-0.136937299,1.7543765,1.625185939,-0.550623762,-0.740390797,-1.108904707,0.485658402,0.574075643,-0.630121951,-0.11056306,1.777426739,1.60715053,2.073208666,-1.994971098,0.472320665,0.814121988,0.62853296,1.111648476,-0.071030838,0.185490756,-1.140013344,-0.193390797,0.462495541,0.709457773,-0.370029278,0.056362168,0.253794472,1,0
1632,1.047806162,0.953009176,1.695163555,0.524167143,-0.871466277,-0.796175605,-0.704913723,0.02578543,-0.652773291,3.290909471,-0.352079099,0.343649783,1.973085999,0.332140553,0.386999638,0.290350033,0.805974137,-0.229897869,0.934989977,-0.181964398,-0.228591636,-0.943412985,-0.051164463,0.390473243,0.352950322,-0.32258439,0.009590462,0.152687408,29.7,0
1635,-0.60773633,0.924209308,1.977271979,0.570562734,0.813011612,-0.395789345,-1.341147196,-2.310934461,-0.403638268,-0.415226123,0.885968826,0.72314064,2.936232962,-0.52527828,-1.367185672,0.797579065,-0.219612997,0.54943,-0.698957573,0.076766273,-0.08739175,0.283861267,-0.169905237,0.414196496,0.760286335,1.011082524,0.244630577,-0.005216025,12.17,0
1702,1.057531695,0.262590416,1.442685313,2.013922699,-0.675641458,1.286663039,0.349513151,0.170798527,0.69937122,0.178596071,1.353951577,0.460656585,2.529786257,2.142886489,-1.857072396,0.31365284,0.097726061,-0.111255267,0.669243971,-0.396332965,-0.10881339,0.473343455,-0.131035977,0.98678059,0.355596862,0.355325334,-0.057790535,-0.126033595,200,0
1718,0.929931877,-0.00961089,0.876184164,0.299773993,-0.986862529,-1.76207161,-0.618355219,0.298169645,1.005446767,0.133222395,-0.13559113,-0.524412523,2.556703012,2.423288486,-0.45247453,0.516847536,0.76490619,-0.18463965,0.564000434,0.123821522,0.087996893,-1.224191861,-0.120801514,0.100416248,0.05771984,1.140934316,0.380878706,0.049110853,15.95,0
1719,1.098123629,-0.651218552,0.266072396,-2.378241221,0.20708951,-0.813148912,-0.6613237,0.011353138,1.903029522,-0.358791359,-0.232174783,-1.904031438,2.601594925,1.018830821,0.956733046,0.029748924,0.388234002,0.640113228,-0.678636524,-0.6358553,-0.071924652,0.510273182,-0.095338612,-1.042679071,0.35342343,0.073539231,-0.021812748,0.018664497,21.1,0
1722,0.889920921,-0.710303036,2.397226338,-0.253002008,0.526583211,-1.513712936,-0.70510604,0.247779299,-1.057100671,0.230278749,0.827731076,-1.022344855,3.695939015,1.964292417,-0.128972371,-0.743401303,1.028265214,0.283724496,1.0062622,0.00070073,0.361772165,-0.244300059,-0.502091232,0.398088536,0.658316,0.439499031,0.057892992,0.047923305,15.95,0
1749,0.856618699,-0.446578156,1.869424296,-1.468841477,-0.60871912,-1.658601886,-0.948125131,0.932834169,-0.73780976,-0.46066246,-0.622392475,1.138318914,3.668240419,1.968690434,0.657968752,1.073290577,-0.263342679,0.51776412,0.619486478,0.116258714,0.304447738,-0.206733451,-0.168492808,0.335538411,0.369672912,0.512988753,0.086009707,0.178282602,15.95,0
1758,-5.569556089,1.834591558,1.40860332,-2.549107164,-0.603053315,-0.172970622,-0.272725384,-0.0812936,1.475628175,0.352293198,1.191626873,1.183040576,2.696016296,1.870079171,-0.745497294,0.323517828,1.02735302,0.577993993,1.297049592,-0.210287342,-0.196547816,-0.279822796,-0.088085663,0.185709583,0.638112712,0.407464187,0.000652727,0.01243497,50.74,0
1823,1.066536218,-0.606186733,0.650522041,2.482177966,1.603577355,-1.416315152,-0.351801641,0.560552772,-1.469886384,1.145557072,0.714941124,-1.280626128,0.05176826,0.653907672,-0.476594528,0.707300686,0.998854484,0.37794452,-0.534182242,0.473675192,-0.039420743,-0.257512517,-0.14663351,0.399141853,-0.265594581,1.088801087,0.650045138,0.234215149,123.5,0
1851,1.146139205,0.414468248,1.079353681,-1.274352058,-0.923532889,0.632044719,-0.768536378,0.831435462,1.663099637,1.862116324,1.517135763,-1.407119967,2.932968184,1.680913711,0.277155322,0.831353151,0.414489461,-0.707905796,-0.115122373,-0.114575974,0.087138901,0.077228084,0.005784265,0.006496373,-0.536823978,0.346203281,-0.018210863,0.014786489,12.59,0
1934,0.922103669,0.781296074,1.253529819,-0.170832367,-0.513956746,-1.134697655,-0.09641652,0.151107925,0.006963445,0.205697511,1.03132842,-0.787248927,0.38045433,1.519933381,-0.712521569,-0.531320455,1.18571041,0.733809268,-0.651446608,0.090317072,0.282622509,-0.264039126,-0.207716925,0.024807016,0.340718033,-0.336524475,0.005366559,0.175808495,15.95,0
1956,-0.552431148,1.127400002,0.839444359,0.512429698,-0.241037858,-1.143696343,-0.716416955,0.494761356,-1.524067534,-1.676223555,0.652507835,-0.048879088,0.529861831,1.171883562,0.457597051,0.36897321,1.076648931,-0.64345363,0.019641322,-0.094620721,-0.01001227,-0.731470703,-0.375415835,0.427882916,0.35600251,0.788537434,0.000676001,0.011188898,28.79,0
2000,0.861433443,-0.569293617,0.676165657,-0.233852365,-1.376104544,-1.602722455,-1.070161113,0.193285543,-0.188980376,-0.491231515,-1.000772841,1.576971335,1.760611979,1.923800216,-1.310725684,-0.299664739,-0.525416022,-0.485209209,-0.629274509,-0.212005524,0.133491326,-0.521648977,-0.452494121,0.04851057,0.348402667,0.455546296,0.031326986,0.235230728,1,0
2029,0.411963692,-0.014776313,-0.876254395,0.941720395,-1.132307947,-0.640292947,-0.683588689,-0.512041808,0.496139735,-0.815723363,-0.161736272,-0.123756966,0.123021135,0.401653191,-2.617105678,-0.121359805,-0.489053777,-0.843192262,-0.63917562,-0.934500434,-0.117708714,-0.766449548,0.103351846,0.119593346,-0.333014441,-0.741872458,0.032268524,0.117433269,35.69,0
2039,0.907579868,-0.868670902,0.358167134,-3.335672648,-0.183844869,-0.831800393,-0.977475041,0.20366509,0.571869158,0.139123596,-1.155567564,-1.409304566,0.467031648,2.006786955,-1.499561379,-0.14928497,-0.306094465,-0.067626121,-0.280322907,-0.531771389,0.08614093,-0.060001457,-0.166801919,0.356991595,-0.480626329,0.163045068,0.001139416,0.035886108,1,0
2056,-0.779764577,0.353759396,1.837492801,0.0101519,0.869529814,-1.099594473,0.2107266,0.791868801,0.261788384,0.363893779,0.62241626,-1.853446906,2.068864915,2.01149917,-0.525015716,0.242271422,-0.126001482,1.314911582,-0.494269977,-1.421975512,-0.077352438,-0.023921209,-0.268695799,-1.229632085,-0.420421845,0.429776209,0.008512826,0.00441584,159,0
2056,0.388601794,-0.160215385,0.813275049,-2.544267361,-0.817804456,-0.045303612,-0.118327654,0.326592195,-0.772762937,-0.33026779,0.937302815,-1.986657532,-0.819648857,0.154560801,1.058261287,-0.920450087,3.119881834,-0.280342814,-0.382329139,-1.713246486,0.610832313,-0.390101349,-0.303124349,-0.540503558,0.659898806,1.043978474,0.028513206,0.035115421,192.17,0
2083,1.122148689,0.006009373,1.973702387,1.150709641,1.03130257,-0.059490105,-0.623295837,0.588205316,0.600927043,-0.392679825,-0.06007951,-2.586443903,0.094088373,0.306638948,-0.099569911,0.335068951,1.529299169,-0.254273167,-0.111546892,-0.286317318,0.156916771,-1.390006588,-0.102432268,0.076347186,-0.177189385,-0.086717504,0.468467125,0.129552232,1,0
2121,-1.233114744,-0.686298941,0.826316934,-0.220156644,-0.565169517,-1.244695322,-1.052220045,0.269621114,0.938468855,0.357276849,-0.080714704,-1.282502374,2.699369016,0.528323833,0.614449885,0.05263447,-0.634183445,-0.288209347,0.293939142,0.059102266,0.137143016,-0.636599636,-0.267376939,0.34148331,0.382340794,1.101070381,0.052720447,0.052764748,15.95,0
2125,-1.963434418,-0.798079835,0.922752384,-2.070139888,-1.326887304,-0.878202168,0.19675285,0.045219635,-0.583991964,-0.484233163,-0.126786933,-1.227403242,0.745282782,1.549743392,0.914008144,-0.611078806,-0.606657704,-0.154606653,0.945293254,-0.009748902,-0.102147548,-1.487745603,-0.095346447,-0.380244452,0.383767205,1.056487832,0.302504489,0.178961353,145.2,0
2168,-3.352938483,0.743541323,1.432194531,-0.423911982,1.149125371,-1.547379041,-0.470187138,0.132383097,0.034182809,0.223161387,0.633547688,1.567112959,1.932815195,1.117641845,-1.240539174,0.663052797,-0.431715993,0.603246395,-0.180302265,-0.031889934,0.082631916,-0.390820047,-0.295743744,0.979034961,0.485803896,1.208115564,0.086788245,0.385100799,15.95,0
2397,-0.870594715,0.444565111,0.795624679,-2.549758045,-0.614202936,-0.955158491,0.290365848,-0.004629167,0.205508597,-0.445150498,-0.427241352,1.068519869,1.962764688,1.825382173,0.051762039,0.738987864,0.021292091,0.621192083,0.733408267,0.146255888,0.074948888,-0.938215024,-0.385516503,-0.639424111,0.001025382,-0.209159347,0.261709169,0.245621038,2.78,0
2412,0.857420758,-0.044509015,0.457574751,-1.265363732,-0.133143021,-1.495920959,-0.395076296,0.963356484,-1.042716316,-0.355735581,0.56157897,-1.372084546,3.689171442,1.661815207,0.511457923,-0.551758183,0.747109601,0.477121203,-0.139324803,-0.026427962,0.273353829,-0.765343856,-0.444433247,0.495574851,0.411737329,-0.377901407,0.215240897,0.299485715,1,0
2424,-5.280050527,0.013082641,0.60601027,-0.686685769,-0.257653523,-0.557953373,0.1891236,0.478951258,0.410535432,-0.474798208,-0.684849332,-2.52331913,2.124304329,0.235925005,-0.258267788,0.643920113,0.031199647,0.721118864,-0.368440104,0.136837188,-0.104372708,-1.272501202,-0.359850962,0.512274615,0.016093556,-0.067951959,-0.019697547,0.228023352,20.53,0
2431,1.074135976,0.197512208,1.251992689,-0.138354459,-1.107695041,-0.747694733,-1.324949369,-0.139065084,1.277614872,-1.240508855,-0.267251741,-1.616447501,0.060965679,-0.047240195,0.542136977,-1.231778211,1.162532397,0.726983004,0.91148124,0.293338117,0.144000825,0.027234058,-0.31472529,0.1175716,-0.069839018,-0.793268146,-0.028536116,0.009383455,67.03,0
2463,1.028900342,-0.048272637,1.807071924,-2.055833854,-0.713165867,-1.033302947,-0.679357381,0.303981147,0.228779124,1.1432231,0.730078497,-2.158934958,1.030403385,1.892355533,0.174009763,-1.349835132,-0.271481043,-0.784000585,0.121747133,0.194251956,-0.030607082,0.320379059,-0.309075747,0.019281457,0.362831834,0.873292286,-0.028208558,0.099027758,240.9,0
2471,1.080714568,-1.465507802,1.246137667,0.925200718,-0.439854545,-0.062235072,-0.336062352,-2.053321188,0.827011036,-0.740379107,1.337012066,-0.788190937,0.325576619,0.627486574,0.240574299,-1.007522247,0.391988527,-0.446924373,0.473198975,0.918261387,0.140212145,0.002639902,-0.353920798,-1.186183801,0.642650055,-0.450870082,0.308660072,0.021619396,601.8,0
2487,-0.555500337,0.934624213,0.396737248,-2.497725122,1.857903826,-0.737906298,0.098823972,-0.254731355,-0.345293474,-0.961857129,-0.11403873,-1.612108649,2.837739283,1.523391002,-1.433201611,0.362186785,1.042774147,0.018282033,0.391366492,1.660779465,-0.110364046,0.355263923,-0.122809721,-0.47404169,-0.423691769,0.105912307,0.538779401,0.223908476,0.48,0
2501,1.141057252,0.758213391,0.539573744,0.957667718,0.895443652,1.047193785,-1.4070077,-0.061979292,1.142581998,0.102119277,1.484736217,-2.010683686,1.564919273,0.320781047,0.366965572,-0.604097256,0.076884195,-1.488144598,0.407968005,0.211569433,-0.179259876,-0.645080381,0.209899871,0.13880602,0.565838965,-0.276285808,0.633780368,0.302677702,64.93,0
2519,-1.235914405,0.943286837,0.735906476,0.996949548,-0.026103448,0.077943893,0.729448841,0.706542215,2.285167133,-1.11150992,0.946190656,-2.15237286,1.663189532,0.08406092,-0.697360666,1.285710906,-0.292253205,0.736905845,0.368021431,-0.843105027,-0.113538192,0.404432433,-0.202379654,-1.289500837,0.376933633,1.07119396,-0.009756431,0.261454693,34.6,0
2550,0.775898474,-0.540145041,0.514562671,0.018465163,-0.660762167,-1.782816885,-1.122190509,0.302838784,-1.204308353,1.808993508,1.821433783,-0.887146407,1.292714262,0.946431561,1.099622674,1.515023793,-0.067517394,-0.577791173,1.706911536,0.05925966,0.249013036,0.038228856,-0.332116965,0.373769346,0.452411019,1.218157501,0.023939899,0.264111453,1,0
2620,-1.218026838,-0.639591122,1.753118367,1.234035307,-1.277663523,-0.913199113,-0.661530716,-0.106663524,2.330996243,-0.7404595,1.266536009,0.126578644,1.38072564,1.069459502,-0.491063013,0.633525373,0.051323468,-0.255863818,1.641452647,-0.084438895,0.068625153,-0.486111277,-0.121896251,-0.770155405,0.802730635,-0.231277969,0.207147298,-0.146600965,3.79,0
2654,1.133637466,0.38866891,3.308894091,-2.292680727,2.226265537,2.997980769,-0.436230658,-0.120897349,1.184695282,0.134667294,1.258662029,0.801010665,1.434046995,1.712455237,-0.223133342,1.230174207,-0.242030066,0.666994593,-0.119976287,0.089707743,1.740492311,-0.293958663,-0.031458371,0.122158296,0.344670358,-0.258234077,-0.045427172,-0.319907087,1376.13,0
2656,0.86872507,-0.917039745,0.270154088,-0.241724416,0.907769788,-1.726573245,-1.049817839,0.20708599,-1.409942492,-1.055666065,-0.397558777,-0.742300711,1.584321722,1.204292135,0.60414316,0.343495611,-0.306797695,0.246233854,-0.175527429,-0.212137857,0.144820662,-0.339219709,-0.507992906,0.360040183,0.154326343,0.391305407,0.100078209,0.283483699,1,0
2749,1.073462261,0.321995175,1.278775161,0.280822772,-1.127200815,-0.452390535,-0.707569758,-0.013151512,0.342017158,0.004116229,2.079444239,-1.893232543,2.724375804,1.48697459,-2.30024897,-0.160116595,-0.829081815,-0.230304179,1.368032832,-0.138774159,-0.131150089,-0.018758115,-0.137449411,0.115078536,0.376863678,-0.215452102,0.000359419,0.418570629,43.34,0
2786,0.785237825,0.66592457,1.284909305,-1.468774529,-0.666613239,-1.132538593,-1.051434268,0.262864661,-1.203478967,0.598836013,0.646268861,-1.831018227,1.329989641,0.493035518,-0.40043287,0.772058675,-0.396814748,-0.053792638,0.169254272,-0.020347697,0.388581536,-0.295351093,-0.511049407,0.086384452,0.398752053,-0.508964681,0.07267443,0.270855538,15.95,0
2801,-4.544127783,0.916488697,2.888203206,2.483214925,0.055477216,2.861433074,0.208840581,-0.017488128,2.063571902,-1.534097483,1.92318461,-1.959408096,-0.025377068,0.148203256,-0.414865212,-0.896164865,2.064776002,0.231464053,-0.949331593,-0.033821554,-0.097211051,-0.941438027,-0.314181219,-0.369547433,0.562526466,-0.412909438,0.007509633,0.015787087,20.98,0
2803,-2.9555024,3.68825598,0.781840257,0.087688902,1.845278451,-1.122775751,-0.758807201,0.414868699,1.265503484,-0.473251141,1.923346635,-2.704906387,2.77276633,1.685284153,-1.348774825,0.110258632,0.435055663,0.671634788,1.354415479,0.087397056,-0.188654385,-0.89279559,-0.356520645,0.333019963,0.694865195,0.360181626,0.32736542,0.120851015,32.86,0
2808,-1.212693142,0.126868279,1.082789144,-1.415934995,1.18571665,-0.842401197,-0.749840568,0.600695991,1.766642104,-0.036715904,1.287370799,-2.568697629,0.65276561,0.424137411,0.919293836,1.446348259,-0.282681353,1.195828011,-1.020830381,0.203661199,0.143985288,-0.049769501,-0.28049237,-1.279708731,0.512790658,-0.083547765,-0.280885909,0.014354739,82.7,0
2895,-2.651251293,0.076296937,1.748148434,0.016550334,0.273850769,-0.716920746,-1.846599349,0.658619045,-0.086812111,-0.832590074,2.10729187,0.843700967,0.365839918,1.184674425,0.954522899,0.597171962,0.78237516,-0.369017517,-0.586609585,-0.109229213,-0.187132489,-0.991150019,-0.170902948,0.349917106,-0.448763036,0.361951192,0.032938052,-0.291529969,7.99,0
2904,1.141930063,-0.459807903,2.058376458,0.008386324,0.167031289,-0.597388701,-0.261117862,0.002250167,-0.362730708,0.286741267,-0.244035302,-1.954441108,0.388208443,0.74070686,-2.286843684,1.482467266,0.718596094,-0.846841723,0.817261674,-0.006763399,0.065766856,0.734685872,-0.060311483,0.02022268,-0.306974555,1.028987531,0.158410916,0.125160876,46.92,0
2921,0.888624669,-0.290020817,1.33422211,-0.014238411,0.175360334,-1.524056526,-0.97808805,0.302503482,0.952042588,-0.490133244,2.000930396,1.27370437,1.25710742,0.551133009,-1.539340957,0.525648158,-0.261570864,0.478434879,0.067013689,-0.271393043,0.179010623,-1.162727465,-0.072051694,0.956160666,0.51091315,0.503508897,0.028454412,0.044644415,15.95,0
2925,-0.806055079,2.454258145,0.811468856,1.132119035,-0.267467565,-0.563467401,-0.590392615,-0.116910608,1.303250948,-0.838943298,1.695677254,-2.593391381,2.059411198,-0.058330983,-2.188895576,0.75225711,-0.297612228,0.08684296,-0.88309116,-0.152064458,-0.208458832,-0.122629048,-0.172951395,-0.989864466,0.160821038,0.392865791,0.022395103,0.014484543,235.63,0
2925,0.146539627,-0.531152107,1.086957104,0.894675069,-0.43065641,0.046662716,-0.712421953,0.867090899,0.919732365,0.304601198,-0.425150222,-0.663716471,2.014961723,-0.529307209,0.657478846,-0.715234744,-0.077268463,-0.245403461,-0.535995371,0.505796316,-0.23740139,-0.37107953,-0.311293805,0.344257027,-0.026542995,1.106567769,0.273786994,-0.353411485,43.34,0
2934,-2.168722688,0.906589867,2.31168755,1.561169285,-0.187833719,-0.783616741,-0.039736291,0.699374442,1.134162069,-0.491179972,-0.302263465,-2.088005833,3.062931883,0.252867889,-0.646291067,0.250768595,0.161146516,0.529413843,0.725510622,-0.225883343,0.058471378,-1.056390436,-0.154297691,-0.345060272,-0.056400621,-0.257940136,-0.07885542,0.146838035,68,0
3033,-1.375723393,-0.84938481,2.374612272,-0.001423147,-0.103356402,-0.212077807,0.229058104,-0.072018994,-1.547483897,0.166231537,-1.646992836,-1.769446886,0.778046297,1.637174322,-1.475196779,0.536201791,1.117682716,-0.270854157,-0.61017685,-0.142073673,-0.154025534,-0.020925099,-9.79E-05,0.145758649,-0.822140835,0.416170291,-0.130385899,0.082531641,23.88,0
3084,0.812844851,0.290364886,2.666104388,1.994801817,-0.61159695,-0.463497809,-0.272131941,0.758244968,0.040133705,-0.416991773,0.875105132,-1.359240708,2.658210803,2.296406291,-1.572641496,0.041087701,-0.405705458,-0.581247428,0.046882445,-0.070667121,0.400509522,-0.5288494,-0.228987543,1.001472202,-0.307396639,1.182763348,0.047783458,-0.071347157,1,0
3145,0.68281902,0.90712229,-0.446813561,-1.319063109,-0.599132405,-0.486615698,0.91233068,0.66601242,0.884199538,-0.887309466,0.554697915,-2.498936117,3.105241462,1.647989562,-0.313555113,0.045899087,0.736629633,-1.237298306,0.382566997,0.263695828,-0.078772409,-0.608051224,-0.000972819,0.405524978,0.125846996,0.294106347,0.504548286,-0.049006696,7.03,0
3195,0.45311884,-0.016937964,0.599196334,0.970922345,-1.96939034,-0.080655416,-0.326511351,0.034031202,-0.517286752,-1.359033555,-0.326354677,-2.766608461,2.118958699,-0.43942733,0.260504174,-0.696264343,0.706349371,-0.732100217,-0.029097884,0.216343566,-0.236319048,0.315741736,-0.341727493,0.445831534,0.188265709,-0.217901092,0.267283388,0.188750247,25.06,0
3226,0.258297372,1.0547241,1.857855919,-2.89140289,2.082507665,2.499983367,0.179866717,-0.143333799,0.36615502,-0.033709597,0.827513739,-2.379547395,1.259602635,0.209319382,1.511681402,-0.22586918,1.271891099,-0.319527261,-0.701260086,0.692125881,-0.170631467,-0.298836811,0.049535873,0.569539974,0.66490391,-0.124453543,-0.015341801,0.358404456,4.98,0
3247,-2.014477213,0.979416168,-0.819754422,-0.522318024,0.037199768,-0.497920108,0.323297119,-2.947369089,1.420290215,-0.324254007,-0.705918487,-2.434580764,0.093694062,1.981958506,-0.172419056,-1.555928253,1.025024323,0.475912937,1.519184838,-0.115789962,-0.156712245,-0.99240987,-0.258044709,0.07053288,-0.157263078,1.084969126,0.007661435,0.163421093,11.35,0
3337,1.077827278,0.817590174,1.202407741,-2.597166749,1.824871312,-1.228408587,0.186288023,0.835451263,1.184441009,-0.863764693,0.033256719,0.282686645,1.449065484,0.319893911,-0.698733666,-0.56737636,-0.065230792,0.074317767,-0.448429061,0.822055225,-0.115856467,0.021516068,-0.351239922,-1.163024963,0.507242489,-0.093942284,-0.038935131,0.258562205,38.43,0
3342,-2.010291564,-0.483493205,0.743352751,0.691182737,-0.075728073,-0.93692426,-0.694587023,0.075350557,1.187725294,-0.722745875,-1.13078805,-2.649913372,2.181905175,-0.526070336,-1.473593158,0.546095897,-0.20551945,0.380407296,0.51361069,-0.31148267,0.041791313,0.406507519,-0.240659141,0.462214087,0.642317845,-0.421448034,-0.043557688,0.273489095,1.78,0
3345,0.906674493,0.943472907,-0.249954219,-0.036459817,-0.029154614,-1.077716505,-0.908714215,0.284466629,-0.638220472,-0.482915141,-0.677390461,-1.876673798,2.359151105,1.902038668,1.054921512,-0.47233241,-0.238553716,-0.123608242,-0.230407367,-0.07172683,0.08492146,-0.877752617,-0.240602083,0.367577226,0.367923278,0.480915209,0.078571604,0.309152136,1,0
3366,1.039187905,1.544363707,0.745474165,1.212864096,-0.714667111,-0.660162104,-0.255795488,-0.06004042,2.324756438,-1.397279562,0.202591936,-1.648175144,1.154985492,-0.175736198,0.30360905,0.229328116,0.088379531,1.336235366,1.00629287,-0.114401085,3.620583788,-1.466600659,-0.04191248,-0.393572603,0.385103741,0.028664469,-0.030456688,0.118086487,7.74,0
3389,1.089484992,-0.076116058,1.321454302,1.615539866,2.249756978,2.48971955,-0.707515369,0.404354924,1.383571663,-0.83339356,2.244236754,-1.676879922,3.108492738,0.402860106,-1.313189061,1.200634209,0.995371671,-1.165943036,-0.396883993,-0.047852789,-0.084628982,-0.003396058,0.026292286,0.001943287,-0.765532902,0.397632728,0.00946807,0.123136727,9.72,0
3485,1.115027013,2.924635319,1.210767043,1.046033588,0.839910298,3.465885971,-1.269013069,-0.02224402,0.967961314,0.327603706,-1.108512648,0.212509402,0.212440253,0.968332112,0.27649142,-0.188172532,-0.692095184,-0.496829083,-0.563887297,-0.109610344,0.047634175,-0.294271018,-0.015420212,0.339457418,-0.476502166,1.068329,0.189597206,0.218886627,10.97,0
3562,1.119578813,1.562860054,-0.590103765,-0.09665113,0.972375405,3.164015373,-0.648027175,0.471267797,-1.111799108,-0.102428154,1.601381849,-1.501167907,2.334711273,1.926028838,0.391110106,-0.950528142,0.310498838,0.843951339,0.37310235,-0.327985894,0.006381498,-0.531993985,0.199418744,0.036142981,0.00623315,0.37754356,0.256460458,-0.246370079,60.88,0
3581,1.104084698,0.50565189,1.172967223,1.052455969,-0.020547923,-0.102329223,-2.428386873,0.545402372,-0.45746699,2.850015494,1.64391081,-1.786651343,1.812543036,1.523427472,-0.119898204,-0.062092253,-0.18638897,0.149959248,-1.090183943,0.090938082,-0.04294199,-2.186789492,-0.158946093,0.992116564,-0.661446198,-0.092275793,-0.039563016,-0.098843741,233.99,0
3585,-0.794857472,0.090252659,0.762544783,0.820726876,-1.501297879,-0.693523795,-0.284111823,-0.661798989,0.283977751,-0.64382653,1.34746671,-2.589349409,0.48170434,-0.114032811,-1.346974161,1.56524616,0.469342392,0.542646,-0.191413346,-0.126863869,-0.004915186,0.154970926,-0.030670615,0.974400573,0.582399532,0.797955164,0.548916823,0.291672266,6.24,0
3668,-1.813677868,-0.056606482,1.184952505,1.083096751,0.905544423,-0.668937542,0.283604111,0.300222602,2.754244145,-0.538241054,1.033393464,-1.406168724,0.80703482,0.432792539,-2.094448533,-1.024597113,-0.64137906,0.763556208,-0.157985889,0.181054991,-0.007881263,-2.661912765,-0.351591666,-0.757150874,-0.158470226,-0.24419652,-0.042468067,-0.25413527,80,0
3732,1.074942166,-0.70154187,2.354039556,-2.26038358,0.122026727,-0.940352936,-0.316399964,0.755218965,1.455556269,-0.339732855,1.364192659,-2.177698379,1.286937738,1.776451314,-0.46345597,0.274538089,-0.252411743,0.064564163,0.858778297,0.385178964,-0.117230094,-0.620579183,0.048271058,0.370191791,0.514678023,0.340297521,-0.002534381,0.017719975,51.94,0
3739,-3.745888247,-0.767377524,2.139880706,-0.240395137,-0.524119772,-0.539794562,-1.118552111,0.159340402,0.779865195,0.110840057,-0.558454929,1.483557165,1.092895694,1.98228566,-0.561508056,1.761195939,-0.351966288,0.587734482,0.990676351,-0.050973988,0.185148054,-0.871826538,-0.390092279,0.198242248,0.334408118,0.196607165,0.096539662,0.231512671,15.95,0
3739,-1.114151046,0.744026354,0.631690611,-0.248707813,-0.510498819,-1.708247093,-1.079136152,0.330123459,-1.095374394,-0.312180001,0.821090324,0.663980729,1.769928258,0.679688562,-0.049756518,0.725038162,0.235242388,0.777000865,-0.159727501,-0.133191176,0.1805849,-0.835012022,-0.152050441,0.030194458,-0.003064189,1.101412916,0.066743068,0.037036754,1,0
3740,-0.479497903,0.568665564,2.245412813,-0.581122686,-0.519693825,-0.009051312,-0.179252511,0.677698259,2.538977399,0.165141256,0.852949919,-1.869315649,2.002933857,1.70479546,-0.6492947,-0.054636667,0.067308927,1.178563801,0.767206473,0.019460549,-0.599606394,-1.375755438,-0.323396932,-0.678126442,-0.344972152,-0.741165149,-0.019543605,0.211395901,260.48,0
3744,-0.370371179,1.73945966,2.558303273,-0.277268092,-0.577740047,-1.700215467,-1.014542375,0.180754171,-1.065453182,-0.43709893,0.858059349,1.890071895,1.89931241,0.780677316,-2.022783703,-0.262269178,-0.287831403,0.543472619,0.119467891,0.062186935,0.410486421,-0.72249986,-0.543001849,0.32605848,0.195033188,0.011288617,0.05371404,0.23098483,15.95,0
